321,0,4.0
61,9,3.0
253,119,2.0
101,120,1.0
300,39,5.0
312,205,5.0
149,171,5.0
220,230,5.0
52,304,4.0
50,215,4.0
99,50,5.0
333,44,1.0
108,256,5.0
156,74,4.0
80,5,3.0
155,225,5.0
86,109,2.0
8,95,4.0
85,125,2.0
157,221,1.0
17,69,4.0
340,197,5.0
225,184,4.0
153,294,5.0
46,274,5.0
335,90,2.0
169,85,4.0
63,197,2.0
328,149,4.0
138,303,2.0
229,277,4.0
151,269,4.0
41,245,4.0
56,111,2.0
88,198,5.0
318,92,5.0
141,261,4.0
232,143,4.0
202,285,5.0
143,58,2.0
219,121,1.0
351,152,3.0
49,199,5.0
147,27,3.0
344,229,5.0
135,212,5.0
57,246,4.0
130,250,5.0
32,201,4.0
159,12,5.0
51,187,5.0
250,255,2.0
310,162,4.0
36,54,5.0
282,126,5.0
244,297,5.0
338,142,1.0
116,209,5.0
274,172,5.0
279,147,5.0
71,141,3.0
146,6,1.0
165,210,3.0
31,115,5.0
58,175,2.0
15,257,1.0
320,299,4.0
247,127,2.0
26,195,3.0
123,282,4.0
233,181,3.0
97,57,1.0
65,153,5.0
79,259,4.0
110,289,1.0
68,114,4.0
346,12,5.0
69,178,4.0
39,300,3.0
3,107,4.0
231,135,3.0
171,194,5.0
327,281,2.0
211,163,5.0
66,157,4.0
105,265,1.0
11,31,5.0
301,196,5.0
92,180,3.0
278,64,2.0
1,61,5.0
239,271,4.0
27,279,4.0
263,16,5.0
175,217,5.0
307,24,3.0
90,115,5.0
158,283,3.0
18,183,4.0
87,272,2.0
140,267,1.0
103,91,5.0
352,59,5.0
296,287,5.0
334,133,5.0
317,211,1.0
251,82,3.0
12,128,4.0
265,173,2.0
304,118,5.0
268,41,5.0
168,118,3.0
14,88,4.0
355,243,4.0
193,36,2.0
180,214,5.0
144,132,3.0
166,105,1.0
217,45,3.0
238,203,2.0
200,101,5.0
